geneID	Base mean	log2(FC)	STDERR	Waldstats	P-value	P-adjust	
gene-J2S48_RS09620	379.0280863	2.825397076	0.36116062	7.823103954	5.15E-15	1.33E-13	
rna-J2S48_RS19435	21.15138261	2.84197112	1.062742917	2.674184956	0.007491112	0.020793476	
gene-J2S48_RS07795	1037.069595	2.85707401	0.370677494	7.707708331	1.28E-14	3.01E-13	
gene-J2S48_RS24700	584.4677443	2.860795188	0.430543346	6.644615954	3.04E-11	4.65E-10	
gene-J2S48_RS01825	21.09368823	2.871141825	1.010096908	2.842441951	0.004476938	0.013426982	
gene-J2S48_RS15180	399.3743009	2.886202024	0.326675411	8.835075804	1.00E-18	4.49E-17	
gene-J2S48_RS13105	54.24179711	2.895227354	0.688817687	4.203183816	2.63E-05	0.000146806	
gene-J2S48_RS00595	349.9489302	2.895239992	0.40327338	7.179348137	7.00E-13	1.34E-11	
gene-J2S48_RS14750	1344.188511	2.898790572	0.365337226	7.934561189	2.11E-15	5.92E-14	
gene-J2S48_RS19270	1359.840943	2.899101911	0.366687007	7.90620299	2.65E-15	7.21E-14	
MSTRG.61.1	356.6315151	2.90316551	0.42745494	6.791746308	1.11E-11	1.81E-10	
gene-J2S48_RS04250	663.1603818	2.906465889	0.355968739	8.164946997	3.22E-16	1.03E-14	
gene-J2S48_RS10995	784.8868107	2.910255473	0.361306315	8.054814863	7.96E-16	2.45E-14	
gene-J2S48_RS15540	87.65929783	2.917709498	0.651110205	4.481130039	7.42E-06	4.55E-05	
MSTRG.2246.1	101.7940964	2.918037768	0.795708903	3.667217691	0.000245204	0.001079083	
MSTRG.90.1	7.103045877	2.921511176	1.171819028	2.49314195	0.012661821	0.032758021	
gene-J2S48_RS26350	359.9828425	2.927672179	0.413639444	7.07783608	1.46E-12	2.64E-11	
MSTRG.99.1	339.1242522	2.930132906	0.340749463	8.599082976	8.04E-18	3.27E-16	
gene-J2S48_RS12810	851.4477952	2.938209828	0.937850971	3.132917615	0.00173078	0.005852242	
MSTRG.3131.1	4.569183441	2.955246702	1.247764055	2.368433912	0.017863572	0.043943884	
rna-J2S48_RS15085	591.2824534	2.959943533	0.382956034	7.729199369	1.08E-14	2.61E-13	
gene-J2S48_RS25515	571.5283399	2.970815237	0.591555086	5.022043265	5.11E-07	4.02E-06	
rna-J2S48_RS19440	447.0089157	2.972785929	0.599048549	4.962512527	6.96E-07	5.38E-06	
gene-J2S48_RS22555	35.82356202	2.985267622	0.902582984	3.307471641	0.000941422	0.003456816	
rna-J2S48_RS24160	573.5399731	2.992973915	0.402791502	7.430578595	1.08E-13	2.32E-12	
gene-J2S48_RS19755	166.7187265	3.002784936	0.541890901	5.541309013	3.00E-08	2.97E-07	
gene-J2S48_RS14405	5419.295274	3.008181807	0.340875265	8.824875583	1.10E-18	4.86E-17	
gene-J2S48_RS19815	35.85477044	3.010796933	0.86335033	3.487340918	0.000487849	0.001968819	
gene-J2S48_RS07815	193.00068	3.016499199	0.411070861	7.338148925	2.17E-13	4.45E-12	
gene-J2S48_RS21850	739.5406975	3.025943511	0.434737318	6.960395127	3.39E-12	5.91E-11	
gene-J2S48_RS26380	344.4705104	3.02871337	0.596623368	5.076424308	3.85E-07	3.13E-06	
gene-J2S48_RS19745	658.1689901	3.031988024	0.369708681	8.201019297	2.38E-16	7.80E-15	
gene-J2S48_RS04045	1851.824851	3.035737212	0.370257763	8.198983292	2.42E-16	7.86E-15	
gene-J2S48_RS11475	104.6204734	3.041555337	0.541431495	5.617618046	1.94E-08	1.98E-07	
gene-J2S48_RS12830	249.4692766	3.047540419	0.382603186	7.965277153	1.65E-15	4.73E-14	
gene-J2S48_RS02480	402.858035	3.069761332	0.568136709	5.403208918	6.55E-08	6.15E-07	
gene-J2S48_RS20985	338.2351397	3.078939621	1.253430655	2.45641002	0.014033294	0.035803809	
gene-J2S48_RS01875	382.7845497	3.088399665	0.363481071	8.496727655	1.95E-17	7.59E-16	
gene-J2S48_RS19885	567.6789753	3.091712946	0.374778956	8.249430483	1.59E-16	5.31E-15	
MSTRG.2316.1	1215.563828	3.095022424	0.465549295	6.648108927	2.97E-11	4.56E-10	
gene-J2S48_RS21505	58.42592653	3.098060443	0.772416172	4.010869469	6.05E-05	0.000303604	
MSTRG.2634.1	135.8318481	3.107535796	0.561522568	5.53412449	3.13E-08	3.09E-07	
MSTRG.2479.1	3215.080904	3.116588166	0.555256976	5.612875303	1.99E-08	2.03E-07	
gene-J2S48_RS11120	1467.299372	3.11882084	0.341986224	9.11972653	7.53E-20	4.01E-18	
gene-J2S48_RS22875	78.24794098	3.136217392	0.544705292	5.757640757	8.53E-09	9.43E-08	
gene-J2S48_RS07235	1150.546883	3.150244642	0.337184519	9.342791442	9.38E-21	5.60E-19	
gene-J2S48_RS16875	888.3325862	3.164947743	0.355768698	8.896082652	5.79E-19	2.74E-17	
gene-J2S48_RS08560	2291.030202	3.166173697	0.430028041	7.362714507	1.80E-13	3.76E-12	
gene-J2S48_RS07855	304.2602122	3.179677473	0.427013015	7.446324493	9.60E-14	2.08E-12	
MSTRG.2107.1	729.5301556	3.18036318	0.410923587	7.739548869	9.98E-15	2.44E-13	
gene-J2S48_RS16880	328.7033403	3.187444229	0.402685829	7.915461638	2.46E-15	6.74E-14	
MSTRG.3432.1	8.946042554	3.195817389	1.259039188	2.538298586	0.01113929	0.029427552	
gene-J2S48_RS07055	359.6595558	3.203029775	0.331330534	9.667173543	4.16E-22	2.80E-20	
rna-J2S48_RS01180	367.3998737	3.204022767	1.165592391	2.748836379	0.005980723	0.017158455	
MSTRG.750.1	702.7404568	3.217032828	0.622760802	5.165759981	2.39E-07	2.03E-06	
MSTRG.3441.1	114.4185836	3.234839381	0.563285689	5.742804133	9.31E-09	1.02E-07	
gene-J2S48_RS25005	916.0726892	3.237840831	0.429186599	7.544133108	4.55E-14	1.00E-12	
rna-J2S48_RS15810	128.1416861	3.241357657	0.600649468	5.396421426	6.80E-08	6.33E-07	
MSTRG.1417.1	86.71122645	3.258176246	0.525973113	6.194568064	5.84E-10	7.44E-09	
gene-J2S48_RS15080	532.5677081	3.263550157	0.489292232	6.669940674	2.56E-11	3.95E-10	
gene-J2S48_RS19520	229.9468595	3.336260531	0.400509851	8.330033629	8.08E-17	2.83E-15	
gene-J2S48_RS04535	76797.95919	3.337341154	0.39827433	8.379503525	5.32E-17	1.90E-15	
gene-J2S48_RS07060	663.747002	3.344621959	0.521948621	6.407952476	1.47E-10	2.03E-09	
gene-J2S48_RS17260	780.8134829	3.355443515	0.439879337	7.62809987	2.38E-14	5.38E-13	
MSTRG.1905.1	7589.481728	3.361766921	0.552173899	6.088239466	1.14E-09	1.39E-08	
gene-J2S48_RS02165	348.9249485	3.367230745	0.360432805	9.342187215	9.44E-21	5.60E-19	
gene-J2S48_RS23465	485.8973714	3.368894254	0.547358669	6.154820316	7.52E-10	9.44E-09	
gene-J2S48_RS22865	529.8297158	3.390755932	0.368859497	9.192540678	3.84E-20	2.13E-18	
MSTRG.2477.1	6070.932419	3.395117229	1.000198094	3.394444811	0.000687679	0.002626979	
MSTRG.487.1	5097.20611	3.399659156	0.331342955	10.26024276	1.06E-24	1.04E-22	
gene-J2S48_RS00495	1510.773927	3.410778294	0.441846734	7.719369715	1.17E-14	2.79E-13	
MSTRG.1961.1	950.1184624	3.411835588	0.532830281	6.403231407	1.52E-10	2.07E-09	
gene-J2S48_RS07850	257.112362	3.413153694	0.425287801	8.025515161	1.01E-15	3.08E-14	
rna-J2S48_RS24265	117.2667594	3.418690813	1.23054661	2.778188803	0.005466285	0.015964344	
MSTRG.3499.1	4049.175911	3.434175419	0.275959927	12.44447142	1.50E-35	4.77E-33	
gene-J2S48_RS06970	317.6080908	3.483277678	0.372827363	9.342870255	9.38E-21	5.60E-19	
gene-J2S48_RS18870	3790.704794	3.491125607	0.297407223	11.73853671	8.09E-32	1.67E-29	
MSTRG.1958.1	1999.436148	3.505396771	0.439273377	7.97998913	1.46E-15	4.31E-14	
gene-J2S48_RS05130	2924.797288	3.511155968	0.539710628	6.505626875	7.74E-11	1.11E-09	
rna-J2S48_RS10595	510.3074355	3.531802293	0.400917172	8.809306601	1.26E-18	5.51E-17	
gene-J2S48_RS21685	80.83567269	3.577043274	0.543251147	6.584511221	4.56E-11	6.72E-10	
MSTRG.2478.1	4436.32863	3.582019384	0.585813338	6.114608784	9.68E-10	1.19E-08	
gene-J2S48_RS12465	380.4985499	3.585957421	0.449861946	7.971239738	1.57E-15	4.55E-14	
MSTRG.2121.1	314.0437309	3.607653337	0.483904391	7.45530193	8.97E-14	1.95E-12	
gene-J2S48_RS14420	4456.220972	3.610203566	0.321321446	11.23548896	2.73E-29	4.35E-27	
MSTRG.1235.1	7313.100963	3.613875401	0.297386472	12.15211768	5.59E-34	1.51E-31	
gene-J2S48_RS12575	2030.21639	3.622531119	0.443919796	8.160327955	3.34E-16	1.06E-14	
gene-J2S48_RS09835	601.2891367	3.624005817	0.538401671	6.731044888	1.68E-11	2.68E-10	
rna-J2S48_RS10510	240.0196288	3.639033605	0.431569669	8.432088403	3.40E-17	1.24E-15	
gene-J2S48_RS04030	1634.961824	3.652580541	0.462519554	7.897137562	2.85E-15	7.63E-14	
MSTRG.3234.1	569.8024853	3.652744264	0.341327891	10.70156985	1.00E-26	1.30E-24	
gene-J2S48_RS26610	97.72281201	3.653497836	0.643977272	5.673333513	1.40E-08	1.47E-07	
MSTRG.1298.1	2743.75882	3.694327727	0.371610102	9.941408236	2.75E-23	2.05E-21	
gene-J2S48_RS17310	421.5350206	3.711522498	0.414138475	8.962032565	3.19E-19	1.57E-17	
rna-J2S48_RS06995	118.4040714	3.722953628	0.727889903	5.114720802	3.14E-07	2.61E-06	
rna-J2S48_RS06045	663.8752012	3.732951571	0.370976283	10.06250733	8.09E-24	6.91E-22	
gene-J2S48_RS21725	35.59794554	3.735180038	0.960065873	3.89054558	0.000100019	0.000481273	
gene-J2S48_RS24730	1423.737078	3.753822862	0.431972682	8.689954296	3.63E-18	1.51E-16	
gene-J2S48_RS07360	873.1667139	3.785034454	0.447921578	8.450216814	2.91E-17	1.07E-15	
MSTRG.1826.1	336.3235345	3.800271364	0.549206151	6.91957174	4.53E-12	7.74E-11	
gene-J2S48_RS12825	1548.696442	3.843298557	0.385829237	9.961138723	2.25E-23	1.80E-21	
MSTRG.3219.1	153.8900409	3.877542126	0.629354754	6.161139011	7.22E-10	9.10E-09	
gene-J2S48_RS14765	53.02488096	3.932863601	0.777196245	5.060322441	4.19E-07	3.37E-06	
gene-J2S48_RS12905	582.2930792	3.935084791	0.364334957	10.80073354	3.41E-27	4.60E-25	
gene-J2S48_RS12910	319.4582218	3.936294307	0.561991221	7.004191814	2.48E-12	4.39E-11	
gene-J2S48_RS04615	9.764608025	3.939978221	1.109117193	3.552355194	0.000381799	0.001580901	
gene-J2S48_RS00300	1287.441304	3.940607346	0.324971291	12.12601684	7.69E-34	1.92E-31	
gene-J2S48_RS20885	1563.752518	3.960954917	0.359080648	11.03082258	2.71E-28	3.96E-26	
gene-J2S48_RS25915	356.6413864	3.96618379	0.542229585	7.31458389	2.58E-13	5.23E-12	
rna-J2S48_RS16870	59.05070937	3.99900604	0.788585274	5.071114273	3.95E-07	3.21E-06	
MSTRG.2974.1	150.0687462	4.000854862	0.431719061	9.267264816	1.91E-20	1.10E-18	
rna-J2S48_RS24275	7.756070365	4.023457054	1.174834602	3.424700845	0.000615477	0.002387613	
gene-J2S48_RS20105	409.6307295	4.042991507	0.365608562	11.0582517	2.00E-28	3.05E-26	
MSTRG.3122.1	11.31965762	4.04417375	1.198752379	3.373652323	0.00074178	0.002812181	
MSTRG.1496.1	11.12477327	4.077679104	1.091018467	3.737497784	0.000185861	0.000844449	
gene-J2S48_RS21085	1023.717075	4.095975515	0.344548992	11.88793354	1.37E-32	3.19E-30	
gene-J2S48_RS17385	2622.708229	4.115521429	0.430894382	9.551114138	1.28E-21	8.32E-20	
MSTRG.2785.1	537.0886158	4.129306895	0.959100889	4.305393669	1.67E-05	9.65E-05	
gene-J2S48_RS25910	860.097846	4.157346638	0.40231349	10.3335999	4.97E-25	4.97E-23	
rna-J2S48_RS13925	63.99324946	4.220270318	0.751065578	5.619043715	1.92E-08	1.98E-07	
gene-J2S48_RS04025	488.2268313	4.230411889	0.403173922	10.49277163	9.33E-26	1.09E-23	
rna-J2S48_RS16000	287.6010964	4.261677736	0.484602156	8.794178239	1.44E-18	6.23E-17	
gene-J2S48_RS16725	409.2957048	4.301419784	0.394120728	10.91396488	9.88E-28	1.39E-25	
gene-J2S48_RS13770	59093.22457	4.355772394	0.438109863	9.942192052	2.73E-23	2.05E-21	
MSTRG.11.1	963.7263474	4.362589975	0.483778558	9.017741494	1.92E-19	9.75E-18	
MSTRG.60.1	60.96869078	4.366060057	0.683248625	6.390148324	1.66E-10	2.23E-09	
gene-J2S48_RS22330	15.5557342	4.389457985	1.041802097	4.213331878	2.52E-05	0.000140584	
gene-J2S48_RS13420	2582.148558	4.417526941	0.521648156	8.468403248	2.49E-17	9.27E-16	
gene-J2S48_RS20880	578.3935419	4.42047287	0.413698004	10.68526516	1.19E-26	1.49E-24	
rna-J2S48_RS19430	116.0223209	4.433745832	0.518133737	8.557145613	1.16E-17	4.61E-16	
rna-J2S48_RS08400	29.30633582	4.438968837	0.982043393	4.520135125	6.18E-06	3.89E-05	
rna-J2S48_RS20040	599.2574246	4.439998314	0.619190463	7.170650359	7.46E-13	1.41E-11	
rna-J2S48_RS21355	104.879118	4.453962412	0.763247116	5.83554437	5.36E-09	6.04E-08	
gene-J2S48_RS02340	1271.197791	4.464199967	0.575215729	7.760914282	8.43E-15	2.12E-13	
MSTRG.2247.1	12949.65647	4.514600983	0.663609116	6.803102721	1.02E-11	1.68E-10	
rna-J2S48_RS24230	678.2390197	4.580633207	1.117405079	4.099348832	4.14E-05	0.000219236	
MSTRG.767.1	8955.626011	4.633666975	0.336740393	13.76035388	4.41E-43	1.72E-40	
MSTRG.20.1	136.1419732	4.648008405	0.547669379	8.4868875	2.12E-17	8.06E-16	
gene-J2S48_RS02120	350.6548882	4.651008011	0.408561202	11.38387097	5.03E-30	8.81E-28	
rna-J2S48_RS12470	133.7216577	4.659851437	0.644880768	7.225911625	4.98E-13	9.85E-12	
rna-J2S48_RS15560	341.0020848	4.670139761	0.63193763	7.390190965	1.47E-13	3.10E-12	
gene-J2S48_RS16555	20120.28853	4.7111528	0.449941841	10.47058168	1.18E-25	1.33E-23	
gene-J2S48_RS06720	411.9094947	4.720359529	0.472090866	9.998836803	1.54E-23	1.29E-21	
gene-J2S48_RS25905	583.0798116	4.751907878	0.651496584	7.293833913	3.01E-13	6.06E-12	
gene-J2S48_RS25900	1405.473923	4.804323341	0.507397736	9.468554947	2.84E-21	1.77E-19	
gene-J2S48_RS06520	1608.58287	4.945585501	0.303293932	16.30624611	8.91E-60	1.04E-56	
rna-J2S48_RS15025	361.2760005	5.072697574	0.509216394	9.961771923	2.24E-23	1.80E-21	
rna-J2S48_RS06070	67.55120494	5.082871154	0.749581874	6.780941926	1.19E-11	1.94E-10	
gene-J2S48_RS02320	382.0060731	5.133733546	0.435573692	11.78614236	4.60E-32	1.01E-29	
gene-J2S48_RS24720	1113.574222	5.240385883	0.591657058	8.857134071	8.21E-19	3.78E-17	
gene-J2S48_RS20875	4315.816814	5.248381436	0.279240137	18.79522586	8.26E-79	2.89E-75	
rna-J2S48_RS12475	621.267724	5.373830581	0.375084474	14.32698753	1.48E-46	7.43E-44	
gene-J2S48_RS06265	18.91714488	5.545905639	1.046669869	5.298619749	1.17E-07	1.05E-06	
MSTRG.3527.1	23.94814971	5.878539608	1.027297541	5.72233396	1.05E-08	1.13E-07	
MSTRG.1650.1	44112.40322	6.004062865	0.570145211	10.53076084	6.23E-26	7.53E-24	
rna-J2S48_RS24235	65.34379207	6.108284603	0.789140169	7.740430464	9.91E-15	2.44E-13	
rna-J2S48_RS10600	112.4628434	6.485002605	0.682078276	9.507710233	1.95E-21	1.24E-19	
rna-J2S48_RS07170	905.1449099	7.331914519	0.456139264	16.07385088	3.89E-58	3.41E-55	
rna-J2S48_RS24910	63.08347603	7.355405286	0.934926506	7.867362019	3.62E-15	9.54E-14	
MSTRG.3408.1	65.70953722	7.408722021	0.927593585	7.987034558	1.38E-15	4.10E-14	
MSTRG.97.1	30902.47238	7.550129688	0.512154076	14.74191078	3.47E-49	2.02E-46	
gene-J2S48_RS20100	16788.12023	7.608681515	0.429964465	17.69607056	4.50E-70	7.87E-67	
MSTRG.1329.1	81.44013223	7.699349672	0.920238899	8.366685737	5.93E-17	2.10E-15	
rna-J2S48_RS12480	1516.024329	7.859298293	0.490129992	16.0351303	7.26E-58	5.09E-55	
gene-J2S48_RS02325	885.9506712	10.30213115	0.767334598	13.42586555	4.27E-41	1.49E-38	
