geneID	Base mean	log2(FC)	STDERR	Waldstats	P-value	P-adjust
gene-J2S48_RS18870	3790.70479426562	3.49112560722066	0.297407223255263	11.738536707376	8.0873602327925e-32	1.66647193502777e-29
gene-J2S48_RS10185	45247.2998548647	-6.05033509674773	0.528794843677402	-11.4417437482405	2.58634339377212e-30	5.03331161576874e-28
gene-J2S48_RS13845	3299.89762144301	-3.11753377289531	0.273842038850553	-11.3844236114407	4.99977342673151e-30	8.81279258188075e-28
gene-J2S48_RS02120	350.654888207107	4.65100801076919	0.408561202442863	11.3838709670912	5.03156870218713e-30	8.81279258188075e-28
gene-J2S48_RS20595	2320.37298380218	-3.42201832218941	0.301320324753213	-11.3567457654644	6.86546502770736e-30	1.1452249520028e-27
gene-J2S48_RS14420	4456.22097244858	3.61020356617053	0.32132144648301	11.2354889649777	2.72978320629588e-29	4.34655935075203e-27
gene-J2S48_RS20105	409.630729458551	4.0429915065235	0.365608562345443	11.0582517011828	1.9995700494175e-28	3.04543212309108e-26
gene-J2S48_RS20885	1563.75251805243	3.96095491715787	0.359080647815684	11.0308225777487	2.71371491368241e-28	3.96089305942895e-26
gene-J2S48_RS16725	409.29570477761	4.30141978420965	0.394120727973138	10.9139648816005	9.88489088875919e-28	1.38507091133294e-25
gene-J2S48_RS12905	582.293079247695	3.93508479069706	0.36433495716026	10.8007335375346	3.41464586830498e-27	4.60057864487398e-25
MSTRG.3234.1	569.802485274414	3.65274426353961	0.341327890710878	10.701569848078	1.00068329767291e-26	1.29829392286971e-24
gene-J2S48_RS20880	578.393541863501	4.42047287016183	0.41369800402189	10.6852651624781	1.19307623571687e-26	1.49262359061293e-24
MSTRG.1650.1	44112.4032221786	6.00406286502052	0.570145211221172	10.5307608427696	6.23286388289567e-26	7.52886971785639e-24
gene-J2S48_RS04025	488.226831309275	4.2304118892729	0.403173921696987	10.4927716343031	9.3252048806882e-26	1.08887308990169e-23
gene-J2S48_RS16555	20120.288532667	4.71115280038257	0.449941841268264	10.470581680297	1.17916185886169e-25	1.33245290051371e-23
gene-J2S48_RS25950	1236.58847563249	-3.09940355083535	0.29620912773296	-10.4635653011663	1.26985594968261e-25	1.39009543491818e-23
gene-J2S48_RS17270	5374.8117468712	-3.45172194490002	0.331009027727135	-10.4278785645249	1.84971887062226e-25	1.96350460720902e-23
gene-J2S48_RS25930	570.277755219053	-3.92227299452752	0.378445553913291	-10.3641671938526	3.608883680642e-25	3.71821162743791e-23
gene-J2S48_RS25910	860.097846037744	4.15734663827006	0.402313489948116	10.3335998969515	4.96610994805332e-25	4.97036661372308e-23
MSTRG.487.1	5097.20610955549	3.39965915644387	0.331342955072572	10.2602427617611	1.06438816233713e-24	1.03570881462972e-22
MSTRG.72.1	3243.92700325759	-2.61333914730166	0.254976056988182	-10.249351167207	1.19140588514291e-24	1.12797157179881e-22
gene-J2S48_RS16800	449.877087726002	-4.18469410023766	0.408613481492943	-10.241204193626	1.29612980242701e-24	1.19482702576364e-22
gene-J2S48_RS13780	894.074804665993	-3.31594607198949	0.324735115456827	-10.2112334458339	1.7660535178073e-24	1.58627832637923e-22
gene-J2S48_RS25310	2137.54820684477	-2.92296155629489	0.287215843187483	-10.1768813442053	2.51492399642521e-24	2.20244468986938e-22
rna-J2S48_RS06045	663.875201227452	3.73295157087367	0.370976283439652	10.0625073286684	8.09109622878882e-24	6.91295368035298e-22
gene-J2S48_RS06720	411.909494691217	4.72035952910398	0.472090866399588	9.99883680255014	1.5419757907035e-23	1.28608123686532e-21
gene-J2S48_RS12825	1548.6964418871	3.84329855694017	0.385829237387783	9.9611387228216	2.25465286131501e-23	1.79501113026966e-21
